"Code","ShortDescription","LongDescription","isBasicLevel","AggregateLevel","parentCode"
"382460","Sorbitol other than of 2905.44","Sorbitol other than of 2905.44",1,6,"3824"
"382471","Mixtures cont. acyclic hydrocarbons perhalogenated only with fluorine & chl ...","Mixtures cont. acyclic hydrocarbons perhalogenated only with fluorine & chlorine",1,6,"3824"
"382479","Mixtures cont. perhalogenated derivs. of acyclic hydrocarbons cont. 2/more  ...","Mixtures cont. perhalogenated derivs. of acyclic hydrocarbons cont. 2/more diff. halogens (excl. of 3824.71)",1,6,"3824"
"382490","Other chem. prods. & preps. of the chem./allied industries (incl. those con ...","Other chem. prods. & preps. of the chem./allied industries (incl. those consisting of mixts. of nat. prods.), n.e.s.",1,6,"3824"
"3825","Residual products of the chemical or allied industries","Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other wastes specified in Note 6 to this Chapter.",0,4,"38"
"382510","Municipal waste","Municipal waste",1,6,"3825"
"382520","Sewage sludge","Sewage sludge",1,6,"3825"
"382530","Clinical waste","Clinical waste",1,6,"3825"
"382541","Halogenated waste organic solvents","Halogenated waste organic solvents",1,6,"3825"
"382549","Waste organic solvents other than halogenated waste organic solvents","Waste organic solvents other than halogenated waste organic solvents",1,6,"3825"
"382550","Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...","Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-freeze fluids",1,6,"3825"
"382561","Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...","Wastes from chem./allied industries, mainly cont. organic constituents, n.e.s. in Ch.38",1,6,"3825"
"382569","Wastes from chem./allied industries, n.e.s. in Ch.38","Wastes from chem./allied industries, n.e.s. in Ch.38",1,6,"3825"
"382590","Residual prods. of the chem./allied industries, n.e.s. in Ch.38","Residual prods. of the chem./allied industries, n.e.s. in Ch.38",1,6,"3825"
"39","Plastics and articles thereof","Plastics and articles thereof",0,2,"TOTAL"
"3901","Polymers of ethylene, in primary forms.","Polymers of ethylene, in primary forms.",0,4,"39"
"390110","Polyethylene having a sp.gr. of <0.94, in primary forms","Polyethylene having a sp.gr. of <0.94, in primary forms",1,6,"3901"
"390120","Polyethylene having a sp.gr. of 0.94/more, in primary forms","Polyethylene having a sp.gr. of 0.94/more, in primary forms",1,6,"3901"
"390130","Ethylene-vinyl acetate copolymers, in primary forms","Ethylene-vinyl acetate copolymers, in primary forms",1,6,"3901"
"390190","Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)","Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",1,6,"3901"
"3902","Polymers of propylene or of other olefins, in primary forms.","Polymers of propylene or of other olefins, in primary forms.",0,4,"39"
"390210","Polypropylene, in primary forms","Polypropylene, in primary forms",1,6,"3902"
"390220","Polyisobutylene, in primary forms","Polyisobutylene, in primary forms",1,6,"3902"
"390230","Propylene copolymers, in primary forms","Propylene copolymers, in primary forms",1,6,"3902"
"390290","Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...","Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3902.30)",1,6,"3902"
"3903","Polymers of styrene, in primary forms.","Polymers of styrene, in primary forms.",0,4,"39"
"390311","Polystyrene, expansible, in primary forms","Polystyrene, expansible, in primary forms",1,6,"3903"
"390319","Polystyrene other than expansible, in primary forms","Polystyrene other than expansible, in primary forms",1,6,"3903"
"390320","Styrene-acrylonitrile (SAN) copolymers, in primary forms","Styrene-acrylonitrile (SAN) copolymers, in primary forms",1,6,"3903"
"390330","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",1,6,"3903"
"390390","Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)","Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",1,6,"3903"
"3904","Polymers of vinyl chloride or of other halogenated olefins, in primary form ...","Polymers of vinyl chloride or of other halogenated olefins, in primary forms.",0,4,"39"
"390410","Poly(vinyl chloride), not mixed with any oth. subs., in primary forms","Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",1,6,"3904"
"390421","Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)","Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",1,6,"3904"
"390422","Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)","Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",1,6,"3904"
"390430","Vinyl chloride-vinyl acetate copolymers, in primary forms","Vinyl chloride-vinyl acetate copolymers, in primary forms",1,6,"3904"
"390440","Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)","Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",1,6,"3904"
"390450","Vinylidene chloride polymers, in primary forms","Vinylidene chloride polymers, in primary forms",1,6,"3904"
"390461","Polytetrafluoroethylene, in primary forms","Polytetrafluoroethylene, in primary forms",1,6,"3904"
"390469","Fluoro-polymers other than polytetrafluoroethylene, in primary forms","Fluoro-polymers other than polytetrafluoroethylene, in primary forms",1,6,"3904"
"390490","Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...","Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (excl. of 3904.10-3904.69)",1,6,"3904"
"3905","Polymers of vinyl acetate or of other vinyl esters, in primary forms","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms.",0,4,"39"
"390512","Poly(vinyl acetate), in aqueous dispersion, in primary forms","Poly(vinyl acetate), in aqueous dispersion, in primary forms",1,6,"3905"
"390519","Poly(vinyl acetate) other than in aqueous dispersion, in primary forms","Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",1,6,"3905"
"390521","Vinyl acetate copolymers, in aqueous dispersion, in primary forms","Vinyl acetate copolymers, in aqueous dispersion, in primary forms",1,6,"3905"
"390529","Vinyl acetate copolymers other than in aqueous dispersion, in primary forms ...","Vinyl acetate copolymers other than in aqueous dispersion, in primary forms",1,6,"3905"
"390530","Poly(vinyl alcohol), whether or not cont. unhydrolysed acetate groups, in p ...","Poly(vinyl alcohol), whether or not cont. unhydrolysed acetate groups, in primary forms",1,6,"3905"
"390591","Copolymers, in primary forms","Copolymers, in primary forms",1,6,"3905"
"390599","Polymers of vinyl acetate/of oth. vinyl esters, in primary forms, n.e.s. in ...","Polymers of vinyl acetate/of oth. vinyl esters, in primary forms, n.e.s. in Ch.39; oth. vinyl polymers in primary forms, n.e.s. in Ch.39",1,6,"3905"
"3906","Acrylic polymers in primary forms.","Acrylic polymers in primary forms.",0,4,"39"
"390610","Poly(methyl methacrylate), in primary forms","Poly(methyl methacrylate), in primary forms",1,6,"3906"
"390690","Acrylic polymers other than poly(methyl methacrylate), in primary forms","Acrylic polymers other than poly(methyl methacrylate), in primary forms",1,6,"3906"
"3907","Polyacetals, other polyethers and epoxide resins, in primary forms","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms.",0,4,"39"
"390710","Polyacetals, in primary forms","Polyacetals, in primary forms",1,6,"3907"
"390720","Polyethers other than polyacetals, in primary forms","Polyethers other than polyacetals, in primary forms",1,6,"3907"
"390730","Epoxide resins, in primary forms","Epoxide resins, in primary forms",1,6,"3907"
"390740","Polycarbonates, in primary forms","Polycarbonates, in primary forms",1,6,"3907"
"390750","Alkyd resins, in primary forms","Alkyd resins, in primary forms",1,6,"3907"
"390760","Poly(ethylene terephthalate), in primary forms","Poly(ethylene terephthalate), in primary forms",1,6,"3907"
"390791","Polyesters (excl. of 3907.10-3907.60), unsaturated, in primary forms","Polyesters (excl. of 3907.10-3907.60), unsaturated, in primary forms",1,6,"3907"
"390799","Polyesters (excl. of 3907.10-3907.91), in primary forms","Polyesters (excl. of 3907.10-3907.91), in primary forms",1,6,"3907"
"3908","Polyamides in primary forms.","Polyamides in primary forms.",0,4,"39"
"390810","Polyamide-6/ -11/ -12/ -6,6/ -6,9/ -6,10/ -6,12, in primary forms","Polyamide-6/ -11/ -12/ -6,6/ -6,9/ -6,10/ -6,12, in primary forms",1,6,"3908"
"390890","Polyamides (excl. of 3908.10), in primary forms","Polyamides (excl. of 3908.10), in primary forms",1,6,"3908"
"3909","Amino-resins, phenolic resins and polyurethanes, in primary forms.","Amino-resins, phenolic resins and polyurethanes, in primary forms.",0,4,"39"
"390910","Urea resins, in primary forms; thiourea resins, in primary forms","Urea resins, in primary forms; thiourea resins, in primary forms",1,6,"3909"
"390920","Melamine resins, in primary forms","Melamine resins, in primary forms",1,6,"3909"
"390930","Amino-resins (excl. of 3909.10 & 3910.20), in primary forms","Amino-resins (excl. of 3909.10 & 3910.20), in primary forms",1,6,"3909"
"390940","Phenolic resins, in primary forms","Phenolic resins, in primary forms",1,6,"3909"
"390950","Polyurethanes, in primary forms","Polyurethanes, in primary forms",1,6,"3909"
"3910","Silicones in primary forms.","Silicones in primary forms.",0,4,"39"
"391000","Silicones, in primary forms","Silicones, in primary forms",1,6,"3910"
"3911","Petroleum resins, coumarone-indene resins, polyterpenes","Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other products specified in Note 3 to this Chapter, not elsewhere specified or included, in primary forms.",0,4,"39"
"391110","Petroleum resins, coumarone, indene/coumarone-indene resins & polyterpenes, ...","Petroleum resins, coumarone, indene/coumarone-indene resins & polyterpenes, in primary forms",1,6,"3911"
"391190","Polysulphides, polysulphones & oth. prods. spec. in Note 3 to Ch.39, n.e.s. ...","Polysulphides, polysulphones & oth. prods. spec. in Note 3 to Ch.39, n.e.s., in primary forms",1,6,"3911"
"3912","Cellulose and its chemical derivatives","Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.",0,4,"39"
"391211","Cellulose acetates, non-plasticised, in primary forms","Cellulose acetates, non-plasticised, in primary forms",1,6,"3912"
"391212","Cellulose acetates, plasticised, in primary forms","Cellulose acetates, plasticised, in primary forms",1,6,"3912"
"391220","Cellulose nitrates (incl. collodions), in primary forms","Cellulose nitrates (incl. collodions), in primary forms",1,6,"3912"
"391231","Carboxymethylcellulose & its salts, in primary forms","Carboxymethylcellulose & its salts, in primary forms",1,6,"3912"
"391239","Cellulose ethers other than carboxymethylcellulose & its salts, in primary  ...","Cellulose ethers other than carboxymethylcellulose & its salts, in primary forms",1,6,"3912"
"391290","Cellulose & its chem. derivs., n.e.s., in primary forms (excl. of 3912.11-3 ...","Cellulose & its chem. derivs., n.e.s., in primary forms (excl. of 3912.11-3912.39)",1,6,"3912"
"3913","Natural polymers and modified natural polymers","Natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or included, in primary forms.",0,4,"39"
"391310","Alginic acid, its salts & esters, in primary forms","Alginic acid, its salts & esters, in primary forms",1,6,"3913"
"391390","Natural polymers & modified nat. polymers (e.g., hardened proteins, chem. d ...","Natural polymers & modified nat. polymers (e.g., hardened proteins, chem. derivs. of nat. rubber), other than alginic acid, its salts & esters, in primary forms",1,6,"3913"
"3914","Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary for ...","Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",0,4,"39"
"391400","Ion-exchangers based on polymers of 39.01-39.13, in primary forms","Ion-exchangers based on polymers of 39.01-39.13, in primary forms",1,6,"3914"
"3915","Waste, parings and scrap, of plastics.","Waste, parings and scrap, of plastics.",0,4,"39"
"391510","Waste, parings & scrap, of polymers of ethylene","Waste, parings & scrap, of polymers of ethylene",1,6,"3915"
"391520","Waste, parings & scrap, of polymers of styrene","Waste, parings & scrap, of polymers of styrene",1,6,"3915"
"391530","Waste, parings & scrap, of polymers of vinyl chloride","Waste, parings & scrap, of polymers of vinyl chloride",1,6,"3915"
"391590","Waste, parings & scrap, of plastics n.e.s. in 39.15","Waste, parings & scrap, of plastics n.e.s. in 39.15",1,6,"3915"
"3916","Monofilament of which any cross-sectional dimension exceeds 1 mm","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked, of plastics.",0,4,"39"
"391610","Monofilament of which any cross-sectional dim. exceeds 1mm; rods, sticks &  ...","Monofilament of which any cross-sectional dim. exceeds 1mm; rods, sticks & profile shapes, whether or not surface-worked but not othw. wkd., of polymers of ethylene",1,6,"3916"
"391620","Monofilament of which any cross-sectional dim. exceeds 1mm; rods, sticks &  ...","Monofilament of which any cross-sectional dim. exceeds 1mm; rods, sticks & profile shapes, whether or not surface-worked but not othw. wkd., of polymers of vinyl chloride",1,6,"3916"
"391690","Monofilament of which any cross-sectional dim. exceeds 1mm; rods, sticks &  ...","Monofilament of which any cross-sectional dim. exceeds 1mm; rods, sticks & profile shapes, whether or not surface-worked but not othw. wkd., of plastics n.e.s. in 39.16",1,6,"3916"
"3917","Tubes, pipes and hoses, and fittings therefor","Tubes, pipes and hoses, and fittings therefor (for example, joints, elbows, flanges), of plastics.",0,4,"39"
"391710","Artificial guts (sausage casings) of hardened protein/of cellulosic mats","Artificial guts (sausage casings) of hardened protein/of cellulosic mats",1,6,"3917"
"391721","Tubes, pipes & hoses, rigid, of polymers of ethylene","Tubes, pipes & hoses, rigid, of polymers of ethylene",1,6,"3917"
"391722","Tubes, pipes & hoses, rigid, of polymers of propylene","Tubes, pipes & hoses, rigid, of polymers of propylene",1,6,"3917"
"391723","Tubes, pipes & hoses, rigid, of polymers of vinyl chloride","Tubes, pipes & hoses, rigid, of polymers of vinyl chloride",1,6,"3917"
"391729","Tubes, pipes & hoses, rigid, of plastics n.e.s. in 39.17","Tubes, pipes & hoses, rigid, of plastics n.e.s. in 39.17",1,6,"3917"
"391731","Flexible tubes, pipes & hoses of plastics, having a minimum burst pressure  ...","Flexible tubes, pipes & hoses of plastics, having a minimum burst pressure of 27.6 MPa",1,6,"3917"
"391732","Tubes, pipes & hoses of plastics (excl. of 3917.31), not reinf./othw. combi ...","Tubes, pipes & hoses of plastics (excl. of 3917.31), not reinf./othw. combined with oth. mats., without fittings",1,6,"3917"
"391733","Tubes, pipes & hoses of plastics (excl. of 3917.31 & 3917.32), not reinf./o ...","Tubes, pipes & hoses of plastics (excl. of 3917.31 & 3917.32), not reinf./othw. combined with oth. mats., with fittings",1,6,"3917"
"391739","Tubes, pipes & hoses of plastics, n.e.s. (excl. of 3917.21-3917.33)","Tubes, pipes & hoses of plastics, n.e.s. (excl. of 3917.21-3917.33)",1,6,"3917"
"391740","Fittings (e.g., joints, elbows, flanges) for tubes, pipes & hoses, of plast ...","Fittings (e.g., joints, elbows, flanges) for tubes, pipes & hoses, of plastics",1,6,"3917"
"3918","Floor coverings of plastics in rolls","Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics, as defined in Note 9 to this Chapter.",0,4,"39"
"391810","Floor coverings of polymers of vinyl chloride, whether or not self-adhesive ...","Floor coverings of polymers of vinyl chloride, whether or not self-adhesive, in rolls/in the form of tiles; wall/ceiling coverings of plastics as defined in Note 9 to Ch.39",1,6,"3918"
"391890","Floor coverings of plastics other than polymers of vinyl chloride, whether  ...","Floor coverings of plastics other than polymers of vinyl chloride, whether or not self-adhesive, in rolls/in the form of tiles; wall/ceiling coverings of plastics as defined in Note 9 to Ch.39",1,6,"3918"
"3919","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes ...","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls.",0,4,"39"
"391910","Self-adhesive plates, sheets, film, foil, tape, strip & oth. flat shapes, o ...","Self-adhesive plates, sheets, film, foil, tape, strip & oth. flat shapes, of plastics, in rolls of a width not >20cm",1,6,"3919"
"391990","Self-adhesive plates, sheets, film, foil, tape, strip & oth. flat shapes, o ...","Self-adhesive plates, sheets, film, foil, tape, strip & oth. flat shapes, of plastics, whether or not in rolls (excl. of 3919.10)",1,6,"3919"
"3920","Other plates, sheets, film, foil and strip, of plastics","Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials.",0,4,"39"
"392010","Plates, sheets, film, foil & strip, of polymers of ethylene, non-cellular & ...","Plates, sheets, film, foil & strip, of polymers of ethylene, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392020","Plates, sheets, film, foil & strip, of polymers of propylene, non-cellular  ...","Plates, sheets, film, foil & strip, of polymers of propylene, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392030","Plates, sheets, film, foil & strip, of polymers of styrene, non-cellular &  ...","Plates, sheets, film, foil & strip, of polymers of styrene, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392043","Plates,sheets,film,foil&strip,of polymers of vinyl chloride,cont.by wt.not  ...","Plates,sheets,film,foil&strip,of polymers of vinyl chloride,cont.by wt.not <6% of plasticisers,non-cellular & not reinf./laminated/supported/simply combined with oth.mats.(excl. self-adhesive)",1,6,"3920"
"392049","Plates, sheets, film, foil & strip, of polymers of vinyl chloride, non-cell ...","Plates, sheets, film, foil & strip, of polymers of vinyl chloride, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. of 3920.43; excl. self-adhesive)",1,6,"3920"
"392051","Plates, sheets, film, foil & strip, of poly(methyl methacrylate), non-cellu ...","Plates, sheets, film, foil & strip, of poly(methyl methacrylate), non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392059","Plates, sheets, film, foil & strip, of acrylic polymers other than poly(met ...","Plates, sheets, film, foil & strip, of acrylic polymers other than poly(methyl methacrylate), non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392061","Plates, sheets, film, foil & strip, of polycarbonates, non-cellular & not r ...","Plates, sheets, film, foil & strip, of polycarbonates, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392062","Plates, sheets, film, foil & strip, of poly(ethylene terephthalate), non-ce ...","Plates, sheets, film, foil & strip, of poly(ethylene terephthalate), non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392063","Plates, sheets, film, foil & strip, of unsaturated polyesters, non-cellular ...","Plates, sheets, film, foil & strip, of unsaturated polyesters, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392069","Plates, sheets, film, foil & strip, of polyesters n.e.s. in 39.20, non-cell ...","Plates, sheets, film, foil & strip, of polyesters n.e.s. in 39.20, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392071","Plates, sheets, film, foil & strip, of regenerated cellulose, non-cellular  ...","Plates, sheets, film, foil & strip, of regenerated cellulose, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392072","Plates, sheets, film, foil & strip, of vulcanised cellulose fibre, non-cell ...","Plates, sheets, film, foil & strip, of vulcanised cellulose fibre, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392073","Plates, sheets, film, foil & strip, of cellulose acetate, non-cellular & no ...","Plates, sheets, film, foil & strip, of cellulose acetate, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392079","Plates, sheets, film, foil & strip, of cellulose derivs. n.e.s. in 39.20, n ...","Plates, sheets, film, foil & strip, of cellulose derivs. n.e.s. in 39.20, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392091","Plates, sheets, film, foil & strip, of poly(vinyl butyral), non-cellular &  ...","Plates, sheets, film, foil & strip, of poly(vinyl butyral), non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392092","Plates, sheets, film, foil & strip, of polyamides, non-cellular & not reinf ...","Plates, sheets, film, foil & strip, of polyamides, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392093","Plates, sheets, film, foil & strip, of amino-resins, non-cellular & not rei ...","Plates, sheets, film, foil & strip, of amino-resins, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392094","Plates, sheets, film, foil & strip, of phenolic resins, non-cellular & not  ...","Plates, sheets, film, foil & strip, of phenolic resins, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"392099","Plates, sheets, film, foil & strip, of plastics n.e.s. in 39.20, non-cellul ...","Plates, sheets, film, foil & strip, of plastics n.e.s. in 39.20, non-cellular & not reinf./laminated/supported/simply combined with oth. mats. (excl. self-adhesive)",1,6,"3920"
"3921","Other plates, sheets, film, foil and strip, of plastics","Other plates, sheets, film, foil and strip, of plastics.",0,4,"39"
"392111","Plates, sheets, film, foil & strip, cellular, of polymers of styrene","Plates, sheets, film, foil & strip, cellular, of polymers of styrene",1,6,"3921"
"392112","Plates, sheets, film, foil & strip, cellular, of polymers of vinyl chloride ...","Plates, sheets, film, foil & strip, cellular, of polymers of vinyl chloride",1,6,"3921"
"392113","Plates, sheets, film, foil & strip, cellular, of polyurethanes","Plates, sheets, film, foil & strip, cellular, of polyurethanes",1,6,"3921"
"392114","Plates, sheets, film, foil & strip, cellular, of regenerated cellulose","Plates, sheets, film, foil & strip, cellular, of regenerated cellulose",1,6,"3921"
"392119","Plates, sheets, film, foil & strip, cellular, of plastics, n.e.s. in 39.21","Plates, sheets, film, foil & strip, cellular, of plastics, n.e.s. in 39.21",1,6,"3921"
"392190","Plates, sheets, film, foil & strip (excl. cellular), of plastics, n.e.s. in ...","Plates, sheets, film, foil & strip (excl. cellular), of plastics, n.e.s. in 39.21",1,6,"3921"
"3922","Baths, shower-baths, sinks, wash-basins, bidets, lavatory pans","Baths, shower-baths, sinks, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware, of plastics.",0,4,"39"
"392210","Baths, shower-baths, sinks & wash-basins, of plastics","Baths, shower-baths, sinks & wash-basins, of plastics",1,6,"3922"
"392220","Lavatory seats & covers, of plastics","Lavatory seats & covers, of plastics",1,6,"3922"
"392290","Bidets, lavatory pans, flushing cisterns & sim. sanitary ware, of plastics","Bidets, lavatory pans, flushing cisterns & sim. sanitary ware, of plastics",1,6,"3922"
"3923","Articles for the conveyance or packing of goods, of plastics","Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.",0,4,"39"
"392310","Boxes, cases, crates & sim. arts., of plastics","Boxes, cases, crates & sim. arts., of plastics",1,6,"3923"
"392321","Sacks & bags (incl. cones), of polymers of ethylene","Sacks & bags (incl. cones), of polymers of ethylene",1,6,"3923"
"392329","Sacks & bags (incl. cones), of plastics other than polymers of ethylene","Sacks & bags (incl. cones), of plastics other than polymers of ethylene",1,6,"3923"
"392330","Carboys, bottles, flasks & sim. arts., of plastics","Carboys, bottles, flasks & sim. arts., of plastics",1,6,"3923"
"392340","Spools, cops, bobbins & sim. supports, of plastics","Spools, cops, bobbins & sim. supports, of plastics",1,6,"3923"
"392350","Stoppers, lids, caps & oth. closures, of plastics","Stoppers, lids, caps & oth. closures, of plastics",1,6,"3923"
"392390","Articles for the conveyance/packing of gds., of plastics (excl. of 3923.10- ...","Articles for the conveyance/packing of gds., of plastics (excl. of 3923.10-3923.50)",1,6,"3923"
"3924","Tableware, kitchenware, other household articles and toilet articles, of pl ...","Tableware, kitchenware, other household articles and toilet articles, of plastics.",0,4,"39"
"392410","Tableware & kitchenware, of plastics","Tableware & kitchenware, of plastics",1,6,"3924"
"392490","Household arts. & toilet arts. (excl. tableware & kitchenware), of plastics ...","Household arts. & toilet arts. (excl. tableware & kitchenware), of plastics",1,6,"3924"
"3925","Builders' ware of plastics, not elsewhere specified or included.","Builders' ware of plastics, not elsewhere specified or included.",0,4,"39"
"392510","Reservoirs, tanks, vats & sim. conts., of a cap. >300 l, of plastics","Reservoirs, tanks, vats & sim. conts., of a cap. >300 l, of plastics",1,6,"3925"
"392520","Doors, windows & their frames & thresholds for doors, of plastics","Doors, windows & their frames & thresholds for doors, of plastics",1,6,"3925"
"392530","Shutters, blinds (incl. Venetian blinds) & sim. arts. & parts thereof , of  ...","Shutters, blinds (incl. Venetian blinds) & sim. arts. & parts thereof , of plastics",1,6,"3925"
"392590","Builders' ware of plastics, n.e.s. (excl. of 3925.10-3925.30)","Builders' ware of plastics, n.e.s. (excl. of 3925.10-3925.30)",1,6,"3925"
"3926","Other articles of plastics and articles of other materials of headings 39.0 ...","Other articles of plastics and articles of other materials of headings 39.01 to 39.14.",0,4,"39"
"392610","Office/school supplies, of plastics & oth. mats. of 39.01-39.14","Office/school supplies, of plastics & oth. mats. of 39.01-39.14",1,6,"3926"
"392620","Articles of apparel & clothing accessories (incl. gloves, mittens & mitts), ...","Articles of apparel & clothing accessories (incl. gloves, mittens & mitts), of plastics & oth. mats. of 39.01-39.14",1,6,"3926"
"392630","Fittings for furniture/coachwork or the like, of plastics & oth. mats. of 3 ...","Fittings for furniture/coachwork or the like, of plastics & oth. mats. of 39.01-39.14",1,6,"3926"
"392640","Statuettes & oth. ornamental arts., of plastics & oth. mats. of 39.01-39.14 ...","Statuettes & oth. ornamental arts., of plastics & oth. mats. of 39.01-39.14",1,6,"3926"
"392690","Articles of plastics & arts. of oth. mats. of 39.01-39.14, n.e.s. in Ch.39","Articles of plastics & arts. of oth. mats. of 39.01-39.14, n.e.s. in Ch.39",1,6,"3926"
"40","Rubber and articles thereof","Rubber and articles thereof",0,2,"TOTAL"
"4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar natural g ...","Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip.",0,4,"40"
"400110","Natural rubber latex, whether or not pre-vulcanised","Natural rubber latex, whether or not pre-vulcanised",1,6,"4001"
"400121","Natural rubber (excl. latex), in smoked sheets","Natural rubber (excl. latex), in smoked sheets",1,6,"4001"
"400122","Technically spec. nat. rubber (TSNR)","Technically spec. nat. rubber (TSNR)",1,6,"4001"
"400129","Natural rubber other than latex/smoked sheets/technically spec. nat. rubber ...","Natural rubber other than latex/smoked sheets/technically spec. nat. rubber",1,6,"4001"
"400130","Balata, gutta-percha, guayule, chicle & sim. nat. gums","Balata, gutta-percha, guayule, chicle & sim. nat. gums",1,6,"4001"
"4002","Synthetic rubber and factice derived from oils","Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 40.01 with any product of this heading, in primary forms or in plates, sheets or strip.",0,4,"40"
"400211","Styrene-butadiene rubber (SBR), latex; carboxylated styrene-butadiene rubbe ...","Styrene-butadiene rubber (SBR), latex; carboxylated styrene-butadiene rubber (XSBR), latex, in primary forms/in plates/sheets/strip",1,6,"4002"
"400219","Styrene-butadiene rubber (SBR), other than latex; carboxylated styrene-buta ...","Styrene-butadiene rubber (SBR), other than latex; carboxylated styrene-butadiene rubber (XSBR), other than latex, in primary forms/in plates/sheets/strip",1,6,"4002"
"400220","Butadiene rubber (BR), in primary forms/in plates/sheets/strip","Butadiene rubber (BR), in primary forms/in plates/sheets/strip",1,6,"4002"
"400231","Isobutene-isoprene (butyl) rubber (IIR), in primary forms/in plates/sheets/ ...","Isobutene-isoprene (butyl) rubber (IIR), in primary forms/in plates/sheets/strip",1,6,"4002"
"400239","Halo-isobutene-isoprene rubber (CIIR/BIIR), in primary forms/in plates/shee ...","Halo-isobutene-isoprene rubber (CIIR/BIIR), in primary forms/in plates/sheets/strip",1,6,"4002"
