"Code","ShortDescription","LongDescription","isBasicLevel","AggregateLevel","parentCode"
"01","Live animals","Live animals",0,2,"TOTAL"
"0101","Live horses, asses, mules and hinnies.","Live horses, asses, mules and hinnies.",0,4,"01"
"010110","Live horses/asses/mules/hinnies: pure-bred breeding animals","Live horses/asses/mules/hinnies: pure-bred breeding animals",1,6,"0101"
"010190","Live horses/asses/mules/hinnies other than pure-bred breeding animals","Live horses/asses/mules/hinnies other than pure-bred breeding animals",1,6,"0101"
"0102","Live bovine animals.","Live bovine animals.",0,4,"01"
"010210","Live bovine animals: pure-bred breeding animals","Live bovine animals: pure-bred breeding animals",1,6,"0102"
"010290","Live bovine animals other than pure-bred breeding animals","Live bovine animals other than pure-bred breeding animals",1,6,"0102"
"0103","Live swine.","Live swine.",0,4,"01"
"010310","Live swine: pure-bred breeding animals","Live swine: pure-bred breeding animals",1,6,"0103"
"010391","Live swine other than pure-bred breeding animals, weighing < 50kg","Live swine other than pure-bred breeding animals, weighing < 50kg",1,6,"0103"
"010392","Live swine other than pure-bred breeding animals, weighing 50kg/more","Live swine other than pure-bred breeding animals, weighing 50kg/more",1,6,"0103"
"0104","Live sheep and goats.","Live sheep and goats.",0,4,"01"
"010410","Live sheep","Live sheep",1,6,"0104"
"010420","Live goats","Live goats",1,6,"0104"
"0105","Live poultry","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls.",0,4,"01"
"010511","Live fowls of species Gallus domesticus, weighing not >185g","Live fowls of species Gallus domesticus, weighing not >185g",1,6,"0105"
"010512","Live turkeys, weighing not >185g","Live turkeys, weighing not >185g",1,6,"0105"
"010519","Live ducks/geese/guinea fowls, weighing not >185g","Live ducks/geese/guinea fowls, weighing not >185g",1,6,"0105"
"010592","Live fowls of species Gallus domesticus, weighing >185g but not >2000g","Live fowls of species Gallus domesticus, weighing >185g but not >2000g",1,6,"0105"
"010593","Live fowls of species Gallus domesticus, weighing >2000g","Live fowls of species Gallus domesticus, weighing >2000g",1,6,"0105"
"010599","Live ducks/geese/turkeys/guinea fowls, weighing >185g","Live ducks/geese/turkeys/guinea fowls, weighing >185g",1,6,"0105"
"0106","Other live animals.","Other live animals.",0,4,"01"
"010611","Live primates","Live primates",1,6,"0106"
"010612","Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...","Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order Sirenia)",1,6,"0106"
"010619","Live mammals, n.e.s.","Live mammals, n.e.s.",1,6,"0106"
"010620","Live reptiles, incl. snakes & turtles","Live reptiles, incl. snakes & turtles",1,6,"0106"
"010631","Live birds of prey","Live birds of prey",1,6,"0106"
"010632","Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...","Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos",1,6,"0106"
"010639","Live birds (excl. of 0106.31 & 0106.32)","Live birds (excl. of 0106.31 & 0106.32)",1,6,"0106"
"010690","Live animals, n.e.s.","Live animals, n.e.s.",1,6,"0106"
"02","Meat and edible meat offal","Meat and edible meat offal",0,2,"TOTAL"
"0201","Meat of bovine animals, fresh or chilled.","Meat of bovine animals, fresh or chilled.",0,4,"02"
"020110","Carcasses/half-carcasses of bovine animals, fresh/chilled","Carcasses/half-carcasses of bovine animals, fresh/chilled",1,6,"0201"
"020120","Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in","Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",1,6,"0201"
"020130","Meat of bovine animals, fresh/chilled, boneless","Meat of bovine animals, fresh/chilled, boneless",1,6,"0201"
"0202","Meat of bovine animals, frozen.","Meat of bovine animals, frozen.",0,4,"02"
"020210","Carcasses/half-carcasses of bovine animals, frozen","Carcasses/half-carcasses of bovine animals, frozen",1,6,"0202"
"020220","Meat of bovine animals, frozen (excl. of 0202.10), bone-in","Meat of bovine animals, frozen (excl. of 0202.10), bone-in",1,6,"0202"
"020230","Meat of bovine animals, frozen, boneless","Meat of bovine animals, frozen, boneless",1,6,"0202"
"0203","Meat of swine, fresh, chilled or frozen.","Meat of swine, fresh, chilled or frozen.",0,4,"02"
"020311","Carcasses/half-carcasses of swine, fresh/chilled","Carcasses/half-carcasses of swine, fresh/chilled",1,6,"0203"
"020312","Hams, shoulders & cuts thereof , fresh/chilled, bone-in","Hams, shoulders & cuts thereof , fresh/chilled, bone-in",1,6,"0203"
"020319","Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...","Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ), fresh/chilled",1,6,"0203"
"020321","Carcasses/half-carcasses of swine, frozen","Carcasses/half-carcasses of swine, frozen",1,6,"0203"
"020322","Hams, shoulders & cuts thereof , frozen, bone-in","Hams, shoulders & cuts thereof , frozen, bone-in",1,6,"0203"
"020329","Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...","Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ), froxen",1,6,"0203"
"0204","Meat of sheep or goats, fresh, chilled or frozen.","Meat of sheep or goats, fresh, chilled or frozen.",0,4,"02"
"020410","Carcasses/half-carcasses of lamb, fresh/chilled","Carcasses/half-carcasses of lamb, fresh/chilled",1,6,"0204"
"020421","Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled","Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",1,6,"0204"
"020422","Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in","Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",1,6,"0204"
"020423","Meat of sheep (excl. lamb), fresh/chilled, boneless","Meat of sheep (excl. lamb), fresh/chilled, boneless",1,6,"0204"
"020430","Carcasses/half-carcasses of lamb, frozen","Carcasses/half-carcasses of lamb, frozen",1,6,"0204"
"020441","Carcasses/half-carcasses of sheep (excl. lamb), frozen","Carcasses/half-carcasses of sheep (excl. lamb), frozen",1,6,"0204"
"020442","Meat of sheep (excl. lamb & carcasses), frozen, bone-in","Meat of sheep (excl. lamb & carcasses), frozen, bone-in",1,6,"0204"
"020443","Meat of sheep (excl. lamb), frozen, boneless","Meat of sheep (excl. lamb), frozen, boneless",1,6,"0204"
"020450","Meat of goats, fresh/chilled/frozen","Meat of goats, fresh/chilled/frozen",1,6,"0204"
"0205","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",0,4,"02"
"020500","Meat of horses/asses/mules/hinnies, fresh/chilled/frozen","Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",1,6,"0205"
"0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",0,4,"02"
"020610","Edible offal of bovine animals, fresh/chilled","Edible offal of bovine animals, fresh/chilled",1,6,"0206"
"020621","Tongues of bovine animals, frozen","Tongues of bovine animals, frozen",1,6,"0206"
"020622","Livers of bovine animals, frozen","Livers of bovine animals, frozen",1,6,"0206"
"020629","Edible offal of bovine animals (excl. tongues & livers), frozen","Edible offal of bovine animals (excl. tongues & livers), frozen",1,6,"0206"
"020630","Edible offal of swine, fresh/chilled","Edible offal of swine, fresh/chilled",1,6,"0206"
"020641","Livers of swine, frozen","Livers of swine, frozen",1,6,"0206"
"020649","Edible offal of swine (excl. liver), frozen","Edible offal of swine (excl. liver), frozen",1,6,"0206"
"020680","Edible offal, n.e.s., fresh/chilled","Edible offal, n.e.s., fresh/chilled",1,6,"0206"
"020690","Edible offal, n.e.s., frozen","Edible offal, n.e.s., frozen",1,6,"0206"
"0207","Meat and edible offal, of the poultry of heading 01.05","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.",0,4,"02"
"020711","Meat of fowls of species Gallus domesticus, not cut in pieces, fresh/chille ...","Meat of fowls of species Gallus domesticus, not cut in pieces, fresh/chilled",1,6,"0207"
"020712","Meat of fowls of species Gallus domesticus, not cut in pieces, frozen","Meat of fowls of species Gallus domesticus, not cut in pieces, frozen",1,6,"0207"
"020713","Cuts & edible offal of species Gallus domesticus, fresh/chilled","Cuts & edible offal of species Gallus domesticus, fresh/chilled",1,6,"0207"
"020714","Cuts & edible offal of species Gallus domesticus, frozen","Cuts & edible offal of species Gallus domesticus, frozen",1,6,"0207"
"020724","Meat of turkeys, not cut in pieces, fresh/chilled","Meat of turkeys, not cut in pieces, fresh/chilled",1,6,"0207"
"020725","Meat of turkeys, not cut in pieces, frozen","Meat of turkeys, not cut in pieces, frozen",1,6,"0207"
"020726","Cuts & edible offal of turkey, fresh/chilled","Cuts & edible offal of turkey, fresh/chilled",1,6,"0207"
"020727","Cuts & edible offal of turkey, frozen","Cuts & edible offal of turkey, frozen",1,6,"0207"
"020732","Meat of ducks/geese/guinea fowls, not cut in pieces, fresh/chilled","Meat of ducks/geese/guinea fowls, not cut in pieces, fresh/chilled",1,6,"0207"
"020733","Meat of ducks/geese/guinea fowls, not cut in pieces, frozen","Meat of ducks/geese/guinea fowls, not cut in pieces, frozen",1,6,"0207"
"020734","Fatty livers of ducks/geese/guinea fowls, fresh/chilled","Fatty livers of ducks/geese/guinea fowls, fresh/chilled",1,6,"0207"
"020735","Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207 ...","Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207.34), fresh/chilled",1,6,"0207"
"020736","Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207 ...","Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207.34), frozen",1,6,"0207"
"0208","Other meat and edible meat offal, fresh, chilled or frozen.","Other meat and edible meat offal, fresh, chilled or frozen.",0,4,"02"
"020810","Meat & edible meat offal of rabbits/hares, fresh/chilled/frozen","Meat & edible meat offal of rabbits/hares, fresh/chilled/frozen",1,6,"0208"
"020820","Frogs' legs, fresh/chilled/frozen","Frogs' legs, fresh/chilled/frozen",1,6,"0208"
"020830","Meat & edible meat offal of primates, fresh/chilled/frozen","Meat & edible meat offal of primates, fresh/chilled/frozen",1,6,"0208"
"020840","Meat & edible offal of whales, dolphins & porpoises (order Cetacea); of man ...","Meat & edible offal of whales, dolphins & porpoises (order Cetacea); of manatees & dugongs (order Sirenia), fresh/chilled/frozen",1,6,"0208"
"020850","Meat & edible offal of reptiles, incl. snakes & turtles, fresh/chilled/froz ...","Meat & edible offal of reptiles, incl. snakes & turtles, fresh/chilled/frozen",1,6,"0208"
"020890","Meat & edible meat offal, n.e.s., fresh/chilled/frozen","Meat & edible meat offal, n.e.s., fresh/chilled/frozen",1,6,"0208"
"0209","Pig fat, free of lean meat, and poultry fat","Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",0,4,"02"
"020900","Pig fat (free of lean meat) & poultry fat (not rendered/othw. extracted), f ...","Pig fat (free of lean meat) & poultry fat (not rendered/othw. extracted), fresh/chilled/frozen/salted/in brine/dried/smoked",1,6,"0209"
"0210","Meat and edible meat offal, salted, in brine, dried or smoked","Meat and edible meat offal, salted, in brine, dried or smoked; edible flours and",0,4,"02"
"021011","Hams, shoulders & cuts thereof , of swine, salted/in brine/dried/smoked, bo ...","Hams, shoulders & cuts thereof , of swine, salted/in brine/dried/smoked, bone-in",1,6,"0210"
"021012","Bellies (streaky) & cuts thereof , of swine, salted/in brine/dried/smoked","Bellies (streaky) & cuts thereof , of swine, salted/in brine/dried/smoked",1,6,"0210"
"021019","Meat of swine (excl. hams/shoulders & cuts thereof & bellies (streaky) & cu ...","Meat of swine (excl. hams/shoulders & cuts thereof & bellies (streaky) & cuts thereof ), salted/in brine/dried/smoked",1,6,"0210"
"021020","Meat of bovine animals, salted/in brine/dried/smoked","Meat of bovine animals, salted/in brine/dried/smoked",1,6,"0210"
"021091","Meat & edible meat offal of primates, salted/in brine/dried/smoked, incl. e ...","Meat & edible meat offal of primates, salted/in brine/dried/smoked, incl. edible flours/meals",1,6,"0210"
"021092","Meat & edible meat offal of whales/dolphins/porpoises (order Cetacea)/manat ...","Meat & edible meat offal of whales/dolphins/porpoises (order Cetacea)/manatees & dugongs (order Sirenia), salted/in brine/dried/smoked, incl. edible flours/meals",1,6,"0210"
"021093","Meat & edible meat offal of reptiles, incl. snakes & turtles, salted/in bri ...","Meat & edible meat offal of reptiles, incl. snakes & turtles, salted/in brine/dried/smoked, incl. edible flours/meals",1,6,"0210"
"021099","Meat & edible meat offal, n.e.s., salted/in brine/dried/smoked, incl. edibl ...","Meat & edible meat offal, n.e.s., salted/in brine/dried/smoked, incl. edible flours/meals",1,6,"0210"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",0,2,"TOTAL"
"0301","Live fish.","Live fish.",0,4,"03"
"030110","Live ornamental fish","Live ornamental fish",1,6,"0301"
"030191","Live trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apach ...","Live trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster)",1,6,"0301"
"030192","Live eels (Anguilla spp.)","Live eels (Anguilla spp.)",1,6,"0301"
"030193","Live carp","Live carp",1,6,"0301"
"030199","Live fish, n.e.s.","Live fish, n.e.s.",1,6,"0301"
"0302","Fish, fresh or chilled, excluding fish fillets","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 03.04.",0,4,"03"
"030211","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chr ...","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030212","Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for s ...","Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species included], fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030219","Salmonidae (excl. of 0302.11 & 0302.12; excl. fillets/oth. fish meat of 03. ...","Salmonidae (excl. of 0302.11 & 0302.12; excl. fillets/oth. fish meat of 03.04/livers & roes), fresh/chilled",1,6,"0302"
"030221","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis ...","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030222","Plaice (Pleuronectes platessa), fresh/chilled (excl. fillets/oth. fish meat ...","Plaice (Pleuronectes platessa), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030223","Sole (Solea spp.), fresh/chilled (excl. fillets/oth. fish meat of 03.04/liv ...","Sole (Solea spp.), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030229","Flat fish (excl. of 0302.21-0302.23) [see list of conventions for species i ...","Flat fish (excl. of 0302.21-0302.23) [see list of conventions for species included], fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030231","Albacore/longfinned tunas (Thunnus alalunga), fresh/chilled (excl. fillets/ ...","Albacore/longfinned tunas (Thunnus alalunga), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030232","Yellowfin tunas (Thunnus albacares), fresh/chilled (excl. fillets/oth. fish ...","Yellowfin tunas (Thunnus albacares), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030233","Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh/chil ...","Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030234","Bigeye tunas (Thunnus obesus), fresh/chilled (excl. fillets/oth. fish meat  ...","Bigeye tunas (Thunnus obesus), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030235","Bluefin tunas (Thunnus thynnus), fresh/chilled (excl. fillets/oth. fish mea ...","Bluefin tunas (Thunnus thynnus), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030236","Southern bluefin tunas (Thunnus maccoyii), fresh/chilled (excl. fillets/oth ...","Southern bluefin tunas (Thunnus maccoyii), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030239","Tunas, skipjack & bonito (excl. of 0302.31-0302.36), fresh/chilled (excl. f ...","Tunas, skipjack & bonito (excl. of 0302.31-0302.36), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030240","Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/oth. fish ...","Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030250","Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/oth. fi ...","Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030261","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/ ...","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers/roes)",1,6,"0302"
"030262","Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/oth. fish  ...","Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030263","Coalfish (Pollachius virens), fresh/chilled (excl. fillets/oth. fish meat o ...","Coalfish (Pollachius virens), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030264","Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. f ...","Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030265","Dogfish & oth. sharks, fresh/chilled (excl. fillets/oth. fish meat of 03.04 ...","Dogfish & oth. sharks, fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030266","Eels (Anguilla spp.), fresh/chilled (excl. fillets/oth. fish meat of 03.04/ ...","Eels (Anguilla spp.), fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030269","Fish, n.e.s., fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & ...","Fish, n.e.s., fresh/chilled (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0302"
"030270","Fish livers & roes, fresh/chilled","Fish livers & roes, fresh/chilled",1,6,"0302"
"0303","Fish, frozen, excluding fish fillets","Fish, frozen, excluding fish fillets and other fish meat of heading 03.04.",0,4,"03"
"030311","Sockeye salmon (red salmon) (Oncorhynchus nerka), frozen (excl. fillets/oth ...","Sockeye salmon (red salmon) (Oncorhynchus nerka), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030319","Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhod ...","Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), frozen (excl. of 0303.11; excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030321","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chr ...","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030322","Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl.  ...","Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030329","Salmonidae (excl. of 0303.21 & 0303.22), frozen (excl. fillets/oth. fish me ...","Salmonidae (excl. of 0303.21 & 0303.22), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030331","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis ...","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030332","Plaice (Pleuronectes platessa), frozen (excl. fillets/oth. fish meat of 03. ...","Plaice (Pleuronectes platessa), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030333","Sole (Solea spp.), frozen (excl. fillets/oth. fish meat of 03.04/livers & r ...","Sole (Solea spp.), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030339","Flat fish (excl. of 0303.31-0303.33) [see list of conventions for species i ...","Flat fish (excl. of 0303.31-0303.33) [see list of conventions for species included], frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030341","Albacore/longfinned tunas (Thunnus alalunga), frozen (excl. fillets/oth. fi ...","Albacore/longfinned tunas (Thunnus alalunga), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030342","Yellowfin tunas (Thunnus albacares), frozen (excl. fillets/oth. fish meat o ...","Yellowfin tunas (Thunnus albacares), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030343","Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen (ex ...","Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030344","Bigeye tunas (Thunnus obesus), frozen (excl. fillets/oth. fish meat of 03.0 ...","Bigeye tunas (Thunnus obesus), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030345","Bluefin tunas (Thunnus thynnus), frozen (excl. fillets/oth. fish meat of 03 ...","Bluefin tunas (Thunnus thynnus), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030346","Southern bluefin tunas (Thunnus maccoyii), frozen (excl. fillets/oth. fish  ...","Southern bluefin tunas (Thunnus maccoyii), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030349","Tunas (excl. of 0303.41-0303.46), frozen (excl. fillets/oth. fish meat of 0 ...","Tunas (excl. of 0303.41-0303.46), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030350","Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat o ...","Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030360","Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ...","Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030371","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/ ...","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030372","Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/oth. fish meat of ...","Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030373","Coalfish (Pollachius virens), frozen (excl. fillets/oth. fish meat of 03.04 ...","Coalfish (Pollachius virens), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030374","Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/ ...","Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030375","Dogfish & oth. sharks, frozen (excl. fillets/oth. fish meat of 03.04/livers ...","Dogfish & oth. sharks, frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030376","Eels (Anguilla spp.), frozen (excl. fillets/oth. fish meat of 03.04/livers  ...","Eels (Anguilla spp.), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030377","Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/oth. fish  ...","Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030378","Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/oth. fish mea ...","Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030379","Fish, n.e.s., frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)","Fish, n.e.s., frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)",1,6,"0303"
"030380","Fish livers & roes, frozen","Fish livers & roes, frozen",1,6,"0303"
"0304","Fish fillets and other fish meat (whether or not minced)","Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen.",0,4,"03"
"030410","Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...","Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fresh/chilled",1,6,"0304"
"030420","Fish fillets, frozen","Fish fillets, frozen",1,6,"0304"
"030490","Fish meat other than fillets, frozen","Fish meat other than fillets, frozen",1,6,"0304"
"0305","Fish, dried, salted or in brine;","Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption.",0,4,"03"
"030510","Flours, meals & pellets of fish, fit for human consumption","Flours, meals & pellets of fish, fit for human consumption",1,6,"0305"
"030520","Livers & roes of fish, dried/smoked/salted/in brine","Livers & roes of fish, dried/smoked/salted/in brine",1,6,"0305"
"030530","Fish fillets, dried/salted/in brine but not smoked","Fish fillets, dried/salted/in brine but not smoked",1,6,"0305"
"030541","Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for s ...","Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species included], smoked, incl. fillets",1,6,"0305"
"030542","Herrings (Clupea harengus/pallasii), smoked, incl. fillets","Herrings (Clupea harengus/pallasii), smoked, incl. fillets",1,6,"0305"
"030549","Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets","Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets",1,6,"0305"
"030551","Cod (Gadus morhua/ogac/macrocephalus), dried, whether or not salted but not ...","Cod (Gadus morhua/ogac/macrocephalus), dried, whether or not salted but not smoked",1,6,"0305"
"030559","Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether or not ...","Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether or not salted but not smoked",1,6,"0305"
"030561","Herrings (Clupea harengus/pallasii), salted (but not dried/smoked)/in brine ...","Herrings (Clupea harengus/pallasii), salted (but not dried/smoked)/in brine",1,6,"0305"
"030562","Cod (Gadus morhua/ogac/macrocephalus), salted (but not dried/smoked)/in bri ...","Cod (Gadus morhua/ogac/macrocephalus), salted (but not dried/smoked)/in brine",1,6,"0305"
"030563","Anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine","Anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",1,6,"0305"
"030569","Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac ...","Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",1,6,"0305"
