Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2003,8,1,0,"H2","10",1,,,46499861,0
2003,8,2,0,"H2","10",1,,,21683,0
2003,8,1,40,"H2","10",1,,,15934,0
2003,8,1,76,"H2","10",1,,,811593,0
2003,8,1,100,"H2","10",1,,,430864,0
2003,8,1,156,"H2","10",1,,,2285200,0
2003,8,1,191,"H2","10",1,,,1174967,0
2003,8,1,203,"H2","10",1,,,4607660,0
2003,8,1,208,"H2","10",1,,,3612,0
2003,8,1,251,"H2","10",1,,,2689403,0
2003,8,1,276,"H2","10",1,,,686221,0
2003,8,1,300,"H2","10",1,,,669730,0
2003,8,1,348,"H2","10",1,,,2005773,0
2003,8,1,368,"H2","10",1,,,536362,0
2003,8,1,381,"H2","10",1,,,1920067,0
2003,8,1,398,"H2","10",1,,,247922,0
2003,8,1,404,"H2","10",1,,,10064,0
2003,8,1,470,"H2","10",1,,,247922,0
2003,8,1,643,"H2","10",1,,,23522376,0
2003,8,1,705,"H2","10",1,,,233260,0
2003,8,1,724,"H2","10",1,,,6349,0
2003,8,1,804,"H2","10",1,,,606183,0
2003,8,1,807,"H2","10",1,,,8399,0
2003,8,2,807,"H2","10",1,,,2998,0
2003,8,1,818,"H2","10",1,,,2026431,0
2003,8,1,842,"H2","10",1,,,669718,0
2003,8,1,891,"H2","10",1,,,1075856,0
2003,8,2,891,"H2","10",1,,,18685,0
2003,8,1,899,"H2","10",1,,,7995,0
2003,12,1,0,"H2","10",1,,,1124176102,0
2003,12,2,0,"H2","10",1,,,843,0
2003,12,1,32,"H2","10",1,,,50758347,0
2003,12,1,76,"H2","10",1,,,4441599,0
2003,12,1,100,"H2","10",1,,,2179968,0
2003,12,1,124,"H2","10",1,,,163842592,0
2003,12,1,156,"H2","10",1,,,2854381,0
2003,12,1,203,"H2","10",1,,,8997228,0
2003,12,1,251,"H2","10",1,,,245569415,0
2003,12,2,251,"H2","10",1,,,597,0
2003,12,1,276,"H2","10",1,,,36705498,0
2003,12,1,300,"H2","10",1,,,5838080,0
2003,12,1,364,"H2","10",1,,,30660,0
2003,12,1,368,"H2","10",1,,,8260907,0
2003,12,1,381,"H2","10",1,,,27952588,0
2003,12,1,392,"H2","10",1,,,5277,0
2003,12,1,428,"H2","10",1,,,1791843,0
2003,12,1,462,"H2","10",1,,,319048,0
2003,12,1,484,"H2","10",1,,,108767234,0
2003,12,1,616,"H2","10",1,,,3299540,0
2003,12,1,642,"H2","10",1,,,2725453,0
2003,12,1,643,"H2","10",1,,,74009988,0
2003,12,2,686,"H2","10",1,,,246,0
2003,12,1,699,"H2","10",1,,,6816,0
2003,12,1,704,"H2","10",1,,,6092073,0
2003,12,1,710,"H2","10",1,,,839692,0
2003,12,1,724,"H2","10",1,,,75013922,0
2003,12,1,757,"H2","10",1,,,3468826,0
2003,12,1,760,"H2","10",1,,,86673065,0
2003,12,1,762,"H2","10",1,,,331017,0
2003,12,1,764,"H2","10",1,,,4266662,0
2003,12,1,784,"H2","10",1,,,7762,0
2003,12,1,804,"H2","10",1,,,14673117,0
2003,12,1,807,"H2","10",1,,,1405445,0
2003,12,1,842,"H2","10",1,,,183048059,0
2003,20,1,0,"H2","10",1,,,434562,0
2003,20,1,56,"H2","10",1,,,4002,0
2003,20,1,251,"H2","10",1,,,1903,0
2003,20,1,528,"H2","10",1,,,9731,0
2003,20,1,620,"H2","10",1,,,2088,0
2003,20,1,699,"H2","10",1,,,1054,0
2003,20,1,724,"H2","10",1,,,385208,0
2003,20,1,764,"H2","10",1,,,19937,0
2003,20,1,826,"H2","10",1,,,92,0
2003,20,1,842,"H2","10",1,,,10547,0
2003,32,1,0,"H2","10",1,,,11890942,0
2003,32,2,0,"H2","10",1,,,2306720564,0
2003,32,2,8,"H2","10",1,,,3139500,0
2003,32,2,12,"H2","10",1,,,37957085,0
2003,32,2,24,"H2","10",1,,,2976306,0
2003,32,1,36,"H2","10",1,,,227105,0
2003,32,2,40,"H2","10",1,,,80181,0
2003,32,2,48,"H2","10",1,,,588762,0
2003,32,1,56,"H2","10",1,,,1,0
2003,32,2,56,"H2","10",1,,,12910003,0
2003,32,1,68,"H2","10",1,,,26715,0
2003,32,2,68,"H2","10",1,,,7978330,0
2003,32,1,76,"H2","10",1,,,3430931,0
2003,32,2,76,"H2","10",1,,,905557055,0
2003,32,2,100,"H2","10",1,,,266422,0
2003,32,2,120,"H2","10",1,,,14756,0
2003,32,2,124,"H2","10",1,,,8903,0
2003,32,2,144,"H2","10",1,,,66618,0
2003,32,1,152,"H2","10",1,,,843560,0
2003,32,2,152,"H2","10",1,,,117359528,0
2003,32,1,156,"H2","10",1,,,4790,0
2003,32,2,156,"H2","10",1,,,32352,0
2003,32,2,170,"H2","10",1,,,48176833,0
2003,32,2,178,"H2","10",1,,,4831159,0
2003,32,2,188,"H2","10",1,,,98977,0
2003,32,1,191,"H2","10",1,,,164,0
2003,32,2,191,"H2","10",1,,,2362931,0
2003,32,2,192,"H2","10",1,,,6534,0
2003,32,2,196,"H2","10",1,,,7873650,0
2003,32,1,203,"H2","10",1,,,13,0
2003,32,2,203,"H2","10",1,,,17774,0
2003,32,2,204,"H2","10",1,,,95090,0
2003,32,2,208,"H2","10",1,,,366528,0
2003,32,2,214,"H2","10",1,,,394947,0
2003,32,2,218,"H2","10",1,,,9721635,0
2003,32,2,222,"H2","10",1,,,576738,0
2003,32,2,233,"H2","10",1,,,4895,0
2003,32,1,251,"H2","10",1,,,122480,0
2003,32,2,251,"H2","10",1,,,44780,0
2003,32,2,266,"H2","10",1,,,44647,0
2003,32,2,268,"H2","10",1,,,46008,0
2003,32,2,270,"H2","10",1,,,14516,0
2003,32,1,276,"H2","10",1,,,90625,0
2003,32,2,276,"H2","10",1,,,450621,0
2003,32,2,288,"H2","10",1,,,30975,0
2003,32,2,300,"H2","10",1,,,1313832,0
2003,32,2,320,"H2","10",1,,,4644283,0
2003,32,2,328,"H2","10",1,,,8421,0
2003,32,2,340,"H2","10",1,,,55380,0
2003,32,2,348,"H2","10",1,,,22863,0
2003,32,2,352,"H2","10",1,,,6470,0
2003,32,2,360,"H2","10",1,,,334938,0
2003,32,2,364,"H2","10",1,,,11693176,0
2003,32,2,372,"H2","10",1,,,1039295,0
2003,32,2,376,"H2","10",1,,,12029094,0
2003,32,1,381,"H2","10",1,,,54134,0
2003,32,2,381,"H2","10",1,,,1347093,0
2003,32,2,384,"H2","10",1,,,291439,0
2003,32,2,388,"H2","10",1,,,15922,0
2003,32,2,392,"H2","10",1,,,75799618,0
2003,32,2,400,"H2","10",1,,,31872512,0
2003,32,2,404,"H2","10",1,,,738932,0
2003,32,2,410,"H2","10",1,,,694970,0
2003,32,2,414,"H2","10",1,,,16038133,0
2003,32,2,422,"H2","10",1,,,6810783,0
2003,32,2,428,"H2","10",1,,,37987,0
2003,32,2,434,"H2","10",1,,,14052730,0
2003,32,2,440,"H2","10",1,,,37033,0
2003,32,2,458,"H2","10",1,,,133875,0
2003,32,2,470,"H2","10",1,,,1358356,0
2003,32,2,478,"H2","10",1,,,6360,0
2003,32,2,480,"H2","10",1,,,7267621,0
2003,32,1,484,"H2","10",1,,,1095,0
2003,32,2,484,"H2","10",1,,,6173764,0
2003,32,2,490,"H2","10",1,,,25538093,0
2003,32,2,504,"H2","10",1,,,62164992,0
2003,32,2,508,"H2","10",1,,,13064770,0
2003,32,2,512,"H2","10",1,,,15891930,0
2003,32,1,528,"H2","10",1,,,76,0
2003,32,2,528,"H2","10",1,,,8364816,0
2003,32,2,558,"H2","10",1,,,714656,0
2003,32,2,566,"H2","10",1,,,707882,0
2003,32,2,579,"H2","10",1,,,2674839,0
2003,32,2,586,"H2","10",1,,,1504900,0
2003,32,2,591,"H2","10",1,,,15744,0
2003,32,1,600,"H2","10",1,,,18631,0
2003,32,2,600,"H2","10",1,,,1040336,0
2003,32,2,604,"H2","10",1,,,95371123,0
2003,32,1,608,"H2","10",1,,,90,0
2003,32,2,608,"H2","10",1,,,3389119,0
2003,32,2,616,"H2","10",1,,,152908,0
2003,32,2,620,"H2","10",1,,,49951590,0
2003,32,2,634,"H2","10",1,,,7076,0
2003,32,2,642,"H2","10",1,,,4161498,0
2003,32,2,643,"H2","10",1,,,559763,0
2003,32,2,682,"H2","10",1,,,100783570,0
2003,32,2,686,"H2","10",1,,,5205787,0
2003,32,2,694,"H2","10",1,,,7076,0
2003,32,1,699,"H2","10",1,,,11259,0
2003,32,2,699,"H2","10",1,,,82193,0
2003,32,2,702,"H2","10",1,,,9368,0
2003,32,2,705,"H2","10",1,,,52037,0
2003,32,1,724,"H2","10",1,,,215,0
2003,32,2,724,"H2","10",1,,,111641044,0
2003,32,2,740,"H2","10",1,,,14949,0
2003,32,2,752,"H2","10",1,,,30691,0
2003,32,1,757,"H2","10",1,,,691,0
2003,32,2,757,"H2","10",1,,,409186,0
2003,32,2,760,"H2","10",1,,,30057516,0
2003,32,1,764,"H2","10",1,,,100401,0
2003,32,2,764,"H2","10",1,,,105475,0
2003,32,2,768,"H2","10",1,,,36108,0
2003,32,2,780,"H2","10",1,,,86225,0
2003,32,2,784,"H2","10",1,,,80599042,0
2003,32,2,788,"H2","10",1,,,39371517,0
2003,32,2,792,"H2","10",1,,,30999066,0
2003,32,2,804,"H2","10",1,,,43207,0
2003,32,2,818,"H2","10",1,,,136935922,0
2003,32,2,826,"H2","10",1,,,20944122,0
2003,32,2,834,"H2","10",1,,,26433,0
2003,32,1,842,"H2","10",1,,,4597711,0
2003,32,2,842,"H2","10",1,,,19136418,0
2003,32,1,858,"H2","10",1,,,1774711,0
2003,32,2,858,"H2","10",1,,,33425395,0
2003,32,2,862,"H2","10",1,,,2290819,0
2003,32,2,891,"H2","10",1,,,1010375,0
2003,32,1,899,"H2","10",1,,,585544,0
2003,32,2,899,"H2","10",1,,,50221069,0
2003,36,1,0,"H2","10",1,,,78921333,0
2003,36,2,0,"H2","10",1,,,2015142381,0
2003,36,2,32,"H2","10",1,,,40936,0
2003,36,1,36,"H2","10",1,,,125097,0
2003,36,2,48,"H2","10",1,,,53013,0
2003,36,1,50,"H2","10",1,,,9344,0
2003,36,2,50,"H2","10",1,,,54621,0
2003,36,2,56,"H2","10",1,,,291490,0
2003,36,1,68,"H2","10",1,,,13092,0
2003,36,1,76,"H2","10",1,,,317020,0
2003,36,2,90,"H2","10",1,,,139902,0
2003,36,2,96,"H2","10",1,,,3242,0
2003,36,2,104,"H2","10",1,,,1519730,0
2003,36,1,116,"H2","10",1,,,10056,0
2003,36,1,124,"H2","10",1,,,375375,0
2003,36,2,124,"H2","10",1,,,3703,0
2003,36,1,144,"H2","10",1,,,161107,0
2003,36,2,144,"H2","10",1,,,50146,0
2003,36,1,152,"H2","10",1,,,3394,0
2003,36,1,156,"H2","10",1,,,1207067,0
2003,36,2,156,"H2","10",1,,,94150215,0
2003,36,2,170,"H2","10",1,,,8570371,0
2003,36,2,184,"H2","10",1,,,603,0
2003,36,2,196,"H2","10",1,,,201738,0
2003,36,1,208,"H2","10",1,,,1075156,0
2003,36,2,208,"H2","10",1,,,7313,0
2003,36,2,231,"H2","10",1,,,1759,0
2003,36,2,242,"H2","10",1,,,1782273,0
2003,36,1,251,"H2","10",1,,,3164,0
2003,36,2,251,"H2","10",1,,,9297,0
2003,36,2,258,"H2","10",1,,,22391,0
2003,36,1,276,"H2","10",1,,,395031,0
2003,36,2,276,"H2","10",1,,,129482,0
2003,36,1,300,"H2","10",1,,,2747,0
2003,36,1,344,"H2","10",1,,,2422,0
2003,36,2,344,"H2","10",1,,,149371,0
2003,36,1,360,"H2","10",1,,,11927,0
2003,36,2,360,"H2","10",1,,,630438,0
2003,36,1,364,"H2","10",1,,,1500,0
2003,36,2,376,"H2","10",1,,,58746,0
2003,36,1,381,"H2","10",1,,,795820,0
2003,36,2,381,"H2","10",1,,,598189,0
2003,36,2,388,"H2","10",1,,,3714,0
